"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
25.6954153736806,-0.772278417230083,0.168826250485096,-4.57439773146095,4.77591819425017e-06,0.0527290397714561,"10538"
163.8385552325,0.422080159036425,0.0926076129281558,4.5577263649358,5.17103459561205e-06,0.0527290397714561,"653720"
274.148151384295,0.606279807587968,0.141890226868799,4.27287926002525,1.92964956366787e-05,0.0762142689572948,"4045"
126.227759085616,0.605968004317951,0.144979930716479,4.17966818802648,2.91934743101483e-05,0.0762142689572948,"107986273"
1358.81069492933,0.306607806702659,0.0724813994389711,4.23015848308532,2.33526729435579e-05,0.0762142689572948,"152559"
105.330340530915,-0.366315877413597,0.0871145215247086,-4.20499212992518,2.61091241936011e-05,0.0762142689572948,"9238"
34.4379930627976,0.948033042744715,0.227114503070426,4.17425144553951,2.9896741770048e-05,0.0762142689572948,"107984429"
271.051856870494,1.43566027426004,0.3399108970458,4.22363709647885,2.4039102531722e-05,0.0762142689572948,"399959"
30.013962962525,0.819215753181475,0.199827219740662,4.09962043331565,4.13828280793531e-05,0.0777722333985402,"401014"
46.6623688694722,0.689189562645786,0.171917127144153,4.00884760055291,6.1015775932953e-05,0.0777722333985402,"107986010"
13.1296428314272,0.89987211295407,0.220935275345243,4.07301238585776,4.64089553220809e-05,0.0777722333985402,"3617"
979.392936362893,0.222178610213577,0.0544785077388214,4.07828003070011,4.53701001287176e-05,0.0777722333985402,"146057"
207.032750951722,-0.486495931453431,0.121338875773097,-4.00939870551609,6.0873558774292e-05,0.0777722333985402,"22995"
122.895624804166,1.91260376991863,0.471008234580048,4.06065887918904,4.89344240118225e-05,0.0777722333985402,"366"
19.5314238039113,1.10676150426199,0.273086277171952,4.05279062618408,5.06102932768315e-05,0.0777722333985402,"105371857"
18.534735188868,-1.06920703605524,0.26641436396301,-4.01332353162345,5.98697649488849e-05,0.0777722333985402,"2015"
35.4771219886257,2.45877882467112,0.620897857932531,3.96003753799116,7.49379829116289e-05,0.0804360643947242,"6439"
613.072099389959,-0.310804198197834,0.0782134916230556,-3.97379265070703,7.0737149224657e-05,0.0804360643947242,"126308"
34.9425919298335,0.75317371533005,0.189766140040437,3.96895734491704,7.21878010671629e-05,0.0804360643947242,"101926935"
401.452695397041,0.47338156563957,0.121357821933566,3.90070914340164,9.5911326879214e-05,0.0931436000178424,"107985780"
